class,tweet
1,if yall niggas gon be gay why yall gotta be so over the top dressing up in bitch shit that women wouldnt even dare wear smh
0,if yer gonna continue to be a contrarian bitch go die then ive no time for such trifling
1,if yo name wus in this song you wus a hoe then amp a overgrown thot now 
1,if yo nigga catch you cheating and beat yo ass in front yo lil yeah and lil yeah dont help you still give him pussy ladies
1,if yo pussy good my pullout game weak
1,if you like chocolate or sodapop and you tweet bad about happycolumbusdayyou are a fuckin retard hypocritegt
1,if you a bad bitch put ya hands up high
2,if you a hoe ima treat you like one just like if youre a good girl ima treat you like one i dont discriminate
1,if you a top notch bitch lemme here you holler 
1,if you act like a fucking retard when your high its over mane stay away from me
1,if you aint stevie js bitch of course youll call him the scum of the eahhis bitches hooked while theyre upset though
1,if you aint a hoe get up out my trap house 
1,if you aint ma bro you better watch yo bitch 128514128514128514128076 borrow yo hoe introduce ma pimp 
1,if you aint my bro your bitch single in my eyes 128514128170
1,if you aint sucking dick why you sitting there with puckered lips thats collagen muhfuckin bitch
2,if you are descended from anything less than european nobility andor royalty then you are nontitled common gutter trash
1,if you are out clubbing every weekend and leaving your child with your baby momma i dont wanna hear you bitch about child suppo 1280569749
1,if you arent going to stick to one garbage can for recycling im not going to give a single fuck about where im putting my trash
1,if you ask me every bitch gay
1,
1,if you ballin then buy ya bitch something
1,if you balling buy yo bitch somethin
1,if you body count more then mine you a hoe js
1,if you cant turn instagram likesfollows into some real life shit trash
2,if you didnt have tattoos as a diversion for your bird chest and malnourished body sir your instagram would be trash
1,if you dont fuck with your either a slackin b a turd burgular c a pussy face or d all of the above whichisit 
1,if you dont know what yo bitch doing tuat aint you bitch im just sayin
1,if you dont say thank you after someone holds the door open for you youre a bitch
1,if you dont know uncle jj your a bitch
2,if you enjoy hunting for spo then youre trash if you hunt for food you deserve to starve
1,if you follow me on twitter and you are being loud cunt on the swings at wintersmith dont be a stranger 128526
1,if you fuckin for your rent you a lame hoe
1,if you get into an argument with someone and say have a nice life amp good luck in ohio thats a fuck you bitch leave
1,if you go to the barber shop on friday you have to your charger and some snacks in that bitch 128514
1,if you going to the strip club every weekend you will never experience earned pussy
1,
1,if you got a good girl dont turn her into a bad bitch
1,
1,if you got a problem with me bring it up with me before i tense up on yo bitch ass 
1,if you got charge a nigga up for tryna talk to your chick you really a insecure faggot and have no control over her
1,if you got tats on your breast you a trash ass bitch and stay far away from me with ya acid pussy
1,if you got to act like you cuffing a bitch to get ass your a lame forreal 128514 real niggas let bitches know what it is from jump1007165039
1,if you hang with hoes youre a hoe by association if you try and debate this youre a hoe if you get offended by this youre a hoe128175
1,if you have chemistry the only other thing you need is timing but timings a bitch
1,if you have your friends jump into a fight it shows that youre just an overall pussy
1,if you hoes stop shaving im running around spraying nair on all of yall
1,
1,if you jump someone youre a bitch regardless the situation
0,if you kill all cops and cracker babies what next black states white states and latino states isnt that moving backwards
1,if you know a guy has a newborn baby why the fuck are you trying to talk to him desperate ass hoe
1,if you like the 24k gold rillos your a pussy
1,if you love somebody you cant cheat have hoes do ceain shit cause them limits type shit
2,if you must call me a cracker please call me a cheezit not a saltine
1,if you not his momma or his sisters goodbye bitch i do not have time for that
1,if you not lickin toes you a basic bitch and i cant fuck with a basic bitch
1,if you not my bitch i really dont care 128076
1,if you one of my hoes make yourself known
1,if you only like cheese pizza youre a pussy stay away from me and my lovely combination pizza
1,if you rat on your family just so you dont get in trouble youre a little bitch bloodthickehanwater
1,if you really know me you know all the problem i go through with all these hating ass bitches
1,if you said more today on the internet about duck dynasty than about the nohwestimperative youre a useless whigger
0,if you say any of the following words the convo is over nigger nigga swag yolo fag retard
1,if you say anything about me ill knock ur boyfriend out go for it bitch your boyfriend is a pubeless runt
1,if you see me speak bitch 
1,if you single just sta hitting up those hoes 128524 128129
1,if you slow down for a puddle youre a bitch
1,if you sneak dissing amp i come to you tryna address the initial issue amp you say it aint nothing you a bitch
1,if you sweat pussy its somethin new to you
1,if you take a long time to text back you a hoe
1,if you tell a dyke she looks just like a nigga is that a compliment ive always wondered that
1,if you texting other niggas just let me know so i can find me some other bitches no hard feelings
2,if you think that the term redskins being offensive is a political issue you are ignorant
1,if you want it come and buy it aint no mufuckin fronting nowadays niccas playing games about a few hunned loud
1,if you was a bitch nigga in 2013 you still gona be a bitch nigga in 2014 128175128175
1,if you will fuck or try and fuck ya niccas girl you a buster lol
1,if you work a graveyard shift she cheating on you off tops somebody else gon be tucking ya bitch in
0,if you would have followed george washington in 1776 it means that youre white trash
1,if youre a male and hoeshos andor bitches is your default word for womenyou gotta go remove yourself please
1,if youre a whiney bitch have a zima and shut the fuck up democrats 
1,if youre acting like more of a bitch than your bitch theres a problem
1,if youre being a little scared bitch about the possibility of a louisville purgejust go to ferguson
1,if youre gonna be a hoe then dont look for relationships you lost that privilege when you decided to be a hoe
1,if youre having girl problems i feel bad for you son i got 99 problems but a bitch aint one127911127926
1,if youre not attractive bitch you aint making my drinks tf you think this is
2,if youre not directly descended from european royalty and upper nobility then youre not fully human youre just common gutter trash
1,if youre not watching this seahawks game youre hella bitch
2,if youve ever been to drunk to fish you might be a redneck
1,if your a nigga and you use the term yassssssssss im just gonna assume your a fag
1,if your main reason for disliking something is because it is popular there is a 100 chance youre a little stupid idiot bitch baby child
1,if your parents let you drink underage theyre fucking retarded and so are you
1,if your pussy stink you aint goin to heaven
1,if your twitter is private but your instagram is public u r probs a trash talking thot
1,if youu let yo bitch leave with another niggah and dont say shit thats on youu
1,iggy azaelia is no one hit wonder she is a bad bitch
2,iggy is trending twitters trash today
2,igot to level 21 so far on flappy birds smh
1,ihate a nosie bitch 
1,ihate them mad bitches where the glad ones at
1,iite peyton don8217t be a faggot this drive
1,ik his bitch ass saw me mentioned his tall ass
1,iknow a couple mf that does this there favorite line i wouldnt do that thats young bitch stopp your young minded
1,ill fire that nina like its her first day on the job an the bitch over slept
1,ill take yo bitch and make her everybody bitch128558128074
1,illist bitch alive
1,im a single bitch on this money shit 128175128184
1,im a boogie ass niggahs to these fast hoes
1,im a different niggaif the pussy good im not tryna fuck for no 20minsim stopping backing out it anything i ca think of to last longer
1,
1,
1,im a rich niggaaaaa i need a rich bitch
1,im a south side niggah fuck around fuck around
2,
1,im a westside niggah so you know im rockin wit game
1,im about to fuck taylors bitch ass up
1,im about to get all the pussy
1,im addicted to bad bitches like i never had bitches
1,im allowed to trip on my bitch she cant trip on me tho
1,
1,im back to square one no bitches no weed a lotta hang ova
1,im done with life im just ready to wake up and have pussy for breakfast everyday
1,im elated i passed on my creative gene to my daughter but she also got the retarded gene too
1,im from the 210 you already know bout to bust a flow on this bitch hoe names miguel is chillin with my nigga tono
1,im getting sleepy this water doing a bitch right
2,im glad i met this chick reminds me the trash i left behind
1,im hardly on this hoe anymore lol
1,im ice cube u can call me the grinch i got ur list but i aint giving u shit bitch
1,im in a full suit bow tie and all at a restaurant amp called my frat a bitch ass niggacaught myself bc im around white ppl staring at me lol
2,im in mickey ds and he gone ask for a double cheese burger wit no cheese foh
1,im just a young niggah out here chasing ins til im in the driver seat of my benz
1,im just a young niggah tryna live my life long
1,im just gettin staed oh yeah we got it bitch
1,im just in my car jamming to taylor swift with my side bitch
1,im looking for a reason to really spazz on a bitch never my lady buta bitch none the less lol
1,im mad james let me drink that shit payback is a bitch
1,im married to a retard must be why were so good together nigga hunching me in his sleep
1,im n a tight circle bitch you cant get thru dis loop
1,im never cuffin unless my bitch grown or act grown i cant deal wit lil girls nbs
1,im not tongue kissing these bitches tho
1,im nt rey talk about a dumbass bitch thats lost in this world she really need to be saved at save try it it wrks
1,im only cocky to hoes hmmm i wonder why prolyy cuz i dont fuck wit yall
1,
1,im prolly wit yo bitch big butt cant fit up in the 6
2,im ready for today 1279361283089898iu iubb hoosiers hoosierstate ncaa big10 michigan gameday btown8230 
1,im retarded for real im sitting here getting mad thinking my daughter ignoring me then i remember she aint here
1,im rick james bitch show me ya titties
1,im sippin hot tea bitch
1,im smoking good n my bitch conceited 
0,im soooooo tired of this dick dyke showing up on my fb feed real studs dont fucc niggas just be bisexual
1,im sorry but you didnt have to be a bitch last night
1,im sorry i use to be on that shit but im not worried about the next bitch unbothered threatenwho
1,im sta askin dese hoe niggas if they got sand in they pussy
1,im still going trick or treating thats free munchies bitch
1,im such a bitch sometimes128553128553
2,im telling you man roethlisberger got his record expunged and became trash
1,im the biggest pussy when it comes to scary stuff
1,im the man around this bitch baby check out my wrist watch 8986128130
1,im the niggah she really wanna ride wit
1,im thinkin about using this beat and yeah i made it too bitch lol 
1,im tired of all these weak ass men in my mentions tellin me why it is ok or justified to punch a woman in the face that shit is bitch made
1,im tired of seeing this disturbing bitch with 3 tits
1,im tired of these bitches actin like they loyal lol
1,im trying to come back as a fine ass bitch next lifetime
1,im trying to take the word bitch outta my vocabulary hardest shit ever
1,im way out of your league hoe please excuse my ego
1,im wearin one of walma jackets around walma is that ghetto lmao fuck it
1,im wit yo bitch smokin let her keep the mid imma roll this potent
1,ima be home tomorrow so line up a bitch for me
1,ima have to fuck with my nigga omar about those weed brownies
1,ima hypocrite ill say i dont fuck with hoes then 2 days later let a hoe play with my dick in the mcdonalds drive thru love their fries
1,ima kill cay 128514128557 ugh she stay on my last nerve but i love thats funccy bitch
1,ima knock that pussy out like fight 128074128527128064 
1,ima knock the pussy out like fight night 128074128074
1,ima pull up eat on that pussy and dip 128525
1,ima pull up eat on that pussy and dip
1,ima pull up eat on that pussy n dip
1,ima shmurda dance in that pussy hoe 
1,ima side bitch from time to time and i stay in my place
1,ima spread that pussy out like a acre
1,ima sta friend zoning these hoes 128514128514128514
1,ima tear that pussy uuuup
2,ima trash in fantasy
1,imma get home around 0300 problem is its a coon leaving the bar that drank 7 shots of crown royal think he still can drive
1,imma knock the pussy out like fight night
1,imma limit my association with these grade f bitches next year on my life just gone be me and a few ppl dont got time for the bs frfr
1,imma treat you how you act if you act like a bitch youll get treated like a bitch
1,in 2014 im resolved to perfect my bitch face
1,in hopes of recruiting more women isis opens jihadi finishing school 
1,in a movie everybody aint the star need co stars and extras 171 i hate hoes that take pride in being the other chick187
1,in case you forgot hoe i been up since 418 on the dot made 100000 dollars at work and still havent slept
1,in class still drunk from last night and this broad is doing a presentation on chipotle bitch can i live tease feedme
1,in class tearing up like a bitch
1,
1,in elementary school i tied a girl to the tetherball pole with the tetherball cause she was bein a bitch
1,in life you must ask yourselfare you a chosen one or a basic bitch letsbereal
1,in my 25 years ive suppoed more niggas and bitches and they kids and well my gratitude has died
1,in my opinion lhha is a spot on description of how some of atlanta is dumb hoes and niggas ratchet broads and stupid arguments
1,in my opinion every bitch gay
1,in order to be a real nicca you gots to be real nicca
1,in other news my eyelid is still spasming putting on mascara today was a bitch wtf
1,in other words call you a bitch
1,in reality lame niggas and corny niggas get bitches bc its sooo many of dem niggas nbs lol
1,
1,in the past week both paula dean and my uncle lost their jobs for saying nigger bullllllshiiiiitttt
1,in the words of lil debbie im that bitch
1,in this update you will find lots of hardcore cock sucking ass pounding and pussy pulsing thrills i have to8230 
1,in two months tho hoe
1,
2,innout is like the sunshine and blue sky the song of a bird a smile at the front porch the perfume of the ocean on windkissed cheeks
2,inbed eating left over poppadom livinthedream
1,including ya size hoe 
1,inde jus got me all hype at work i knew my bitch candace aint die
1,indiana aint gone give these niccas shit they was posed to win the last game
2,indiana lost to bowling green big ten continues to be trash
1,indirect ass little bitches like you know my fucking number and where i live
1,innovative ideas about an unresolved issue relating to your ho more for libra 
2,inspiring a huge crowd of tourists to sit and watch the wild meadow rats over here by the trash cans cameras are out there is gasping
1,instagram have you looking at motherfuckers like who the fuck does this bitchnigga think shehe isss
1,instead of calling each other hoes girls should be suppoing each other idk thats just me though
1,instead of joining spos teams hoes be joining twerk teams
2,international law enforcement operation disrupts shylock banking malware pcworld international law enforcem 
2,international law enforcement operation disrupts shylock banking malware pcworld international law enforcem 
2,international law enforcement operation disrupts shylock banking malware pcworld international law enforcem 
2,international police operation disrupts shylock banking trojan computerworld the guardianinternational poli 
2,international police operation disrupts shylock banking trojan computerworld the guardianinternational poli 
0,ion care fuck that hoe 999665039
1,ion even wanna see this bitch 128530 talking bout ill make you breakfast
1,ion fight but it aint no pussy in my hea nigga ion fear nobody but god loose win or draw
1,ion give a fuck ion give a fuck ion ion ion give a fuck bitch i dont give a fuck about you or anything that you do
1,ion got no type bad bitches is the only thing that i like
2,ion kno wat kinda spring clothes imma get my yung nicca dis year we aint doin da polo dis year gotta offset em wit sumthin else
1,ion kno what im doing tonitei jus kno its gon end wit me dick first in some pussy
1,ion know why this bitch insists on telling me where she be going now idgaf about chu bitch like damn
1,ion like doll face hoes
1,ion like the ho cause she talk to mf much with ha real butt ugly ass dumb young ass ho 128553128074128522128299128591128079128530999665039
1,ion pay for pussy because her pussy priceless i go fishin in it and i aint a pisces
1,ion trust no bitch
1,ionn got no type bad bitches is the only thing that i like
1,iont care about where a na been where a bitch goin or the kinda shit they been thru
1,iont got no type naw bad bitches is the only thing that i like
1,iont got no type bad bitches is the only thing that i like
0,iont see how some of you niggas fags
1,irie is a bitch for not letting me borrow his charger
1,irritating reading ppl bitch abt smthng yet offer shit for evidence to even suppo their slant simply complaining is the easy pa
2,is hillary the 8216dodo bird8217 candidate via 
2,is hillary the 8216dodo bird8217 candidate via 
1,is moyles a retard lol staing fellani instead ae rvp please come back fergie siralexferguson manchesterunited manchesterderby mufc
1,is wayne brady gonna have to choke a bitch
1,is wayne brady gonna have to smack a bitch
2,
1,is anything going down tonight besides my bitch
2,is dare any colored players in hockey
2,is it just me or is hicks saying bung beds 
2,is it weird licking your own nip
1,is she my kind of hoe or nae its ok you a hoe anyways 128522
1,is that a hawk what the fuck kind of bird is that
1,is that the remix fam 8220 these hoes aint lawyers 128553127908 lol on god thats my fav chris brown song8221
1,is that the remix these hoes aint lawyers 127908128553 lmao my fave chris brown song
0,is there a full moon out crazyassholes out in full force and im not talking about muzzies or liberals825265039 and im in the mood to oblige
2,is there a looser college town than btown if yes id like to visit iu hoosiers
1,is there a vending machine around this bitch im starvin
1,is there a website that delivers expensive wine cigars and big booty hoes to my door step
1,is there an additional charge for the pussy to listen to my personal problems
1,is this bitch for real im heated bruh
1,is this hoe gone dm me back
1,is this napk bitch retarded or stupid wtf would you request me didnt she read my bio its pretty8230 
1,is this retarded bitch really this stupid
1,is you ready bitch cause my hair laid yours 
2,
1,isley brothers got me alot of pussy boy take notes
2,it aint april fools yet 171 jay z trash187
1,it aint nothin to cut a bitch off
1,it aint nothin to cut that bitch off
1,it aint nothing like chasing money cause you have a purpose but chasing these hoes for what vice versa
1,it aint nothing to cut that bitch off
1,it aint nunn to cut that bitch off998665039998665039998665039998665039998665039998665039998665039998665039998665039
1,it aint nothing to cut that bitch off k camp
1,it aint nuffin to cut that bitch off
1,it aint nun to cut dat bitch off 128135128299999665039
1,it aint nuttin to cut that bitch offthats why that shit my ring tone 9995
1,it all staed in 95 bitch128118
1,it already soaked sinked amp melted so dropped thats shit bitch idgaf linc up or get caught 128175
1,it be 30 below zero and hoes still go out like its 90 degrees plus tax
2,it be so good to not gotta woyke in da moanin i da only colored dat woyke cuz colored folk be lazy and lives off da white guilt
1,it be sounding like the bitch that the cops talk to on their radio is the same sounding bitch every single time it aint never a dude voice
1,it bothers me when a ugly girl has a bad bitch attitude
1,it doesnt just affect kids it affects the faculty the staff that work at these schools that are queer
2,it feels awkward to have the playing against the i mean we all know who im rooting for but its awkward
1,it gets me mad when a mexicans go against mexico like wtf suppo your team bitch
0,it happens again black pack beats whitey this should make national news 
1,it is fucking retarded how i cant say a single thing in this house without some blowback
1,it is impossible for females to be players pimps etc theyre called hoes
1,it makes me sad knowing this queers wont be down the street anymore sadtweet
1,it might be infected 8220 niggas would really turn that pussy down buggin8221
1,it only be yall wohless bitches that be like that though
1,it opened up with some clouds paing and with silkgtcan we get a room on the southside of the ghetto
1,it pissrs me tf off when i call you back a half a second later nd you dont answer you a bitch ass nigga for that
1,it prolli seem like i fli but iont want none of yall hoes 128514
1,it really aint nothin to cut that bitch off
0,it really is too bad that california had faggot marriage forced upon her after her citizens declared it illegal
1,it sad how bitches wake up being messy like bitch find you another career cause this aint working out for u 128553128175128584128513
1,it seem like cory talked to 75 of all indianapolis hoes 128514128514128514 nbs
1,it stink in this bitch it must be them pussy ass niggas talkin shit
0,it stinks in here must be then pussy ass niggas talkin shit tomyfacebro test me
1,it the principle of the matter bitch 128581
1,it was my sophomore year that i learned these hoes werent loyal
0,it was nice of you to unfollow me fag
2,it would be pretty cool if i got to see 1 more time before i go back to hillbilly town 128531
1,it wus yo fat ass that filled out the application to work there not me bitch
1,its campaignseason bitch 
1,its 2014 and yall niggas still fuckin with these hoes go get you a wife bruh wifingsquad2014
1,its 90 degrees and this bitch has a stuffed animal wrapped around her neck onlyattheducksgame
1,its friday bitch 
2,its karaoke night baby hi ho hi ho its off to sing i go with a voice that sounds like sandpaper hi ho hi ho
1,its mrs g bitches thats mrs grohl if i dont know you wineprobz
1,its october babe you dont have to be a hoe anymore
1,its some hoes out here tonite amp i got shawty wit me
1,its a bob schieffer holiday now hes proud and smitten that hes the good white guy hicks be damned everything is 1965 everything
2,its a bird its a plane no its peter walkin on air byers 
1,its a lil bitch at the bus stop with adidas flipflops amp socks on i know dem mfs soggy as fuck
0,its a lot of uncle tom ass niggas out here
1,its a lot of fat bitches at this pay im we at right now my outfit way too much fire to be at a function like this
2,its a matter of pure weight ratios a five ounce bird can not carry a one pound coconut
2,its a plane its a bird nah its just me doing laps around the dam lol
1,its a recession on everything chasing pussy is never attractive
1,its a sad sad day when a bitch loses her sponsor
1,its a small world and hoes make it smaller
2,its almost christmas charlie brown
1,its basic bitches unite around these pas 128514
1,its beanie weather bitches 127744 
1,its been a minute since we chilled like we use to i hope that pussy still feels like it use to
1,its boner sunday bitch
1,its bout that time were i feel like beening a hard working woman and a stripper hoe by night dont judge me 128175999665039128514
1,its definitely a bitch everything in life is ruled by money such a moral heabreak
1,its either your getting pussy or are one what will it be
1,its fact that a male brain cannot always hear the high pitched voice of a women so bitch dont get madi really didnt hear you
1,its funny how females dont want to be called a bitch but if you put the word bad in front of it then theyre happy af
1,its funny how girls are crying over their nudes being on ig like bitch why you sending nudes to begin with
1,its funny how these swaggot white boys wanna act like theyre ballin till it comes time to tip sad ass crackers
1,its funny when u get a black female mad they sta acting ghetto then a bitch
1,its going down its going down its going down lil bitch
2,its gonna be a long season for the yankees if this simulation is right bluejays rays yankees orioles8230 
1,its hard being a real nigga when these niggas got bitch tendencies
1,its hard getting a bitch from the hood to suck your dick on camerashe swear everybody knows herand she hates the light
1,its hilarious seeing chicks cry and whine through song lyrics on here because they got with a little scene fag instead of a real man 128514128514128514
1,its hot and my allergies are killing 128553 i feel like a little bitch 128514
1,its iguanas out this bitch n er thing
2,its just not the same littledebbie cloud cake are not twinkies 
1,its kind of funny when people tell me they havent seen me in years and where have i been like at home bitch
1,its lame that you can buy clothes that look like real military clothing if you wear it i will make fun of you youre a 4 star bitch
0,its levels to my bitch you cant fuck her nigga cause she like red bottom you cant afford her nigga she got benz you riding honda accord
1,its like zero bitches in nap thats gon stick by yo side if you fall off 128175
1,its moes monday ten ten ten twenties on yo titties bitch
1,its money over bitches even though i love ladies
1,its my main bitches 21st ayyyeeee happy bihday babbbyyy
1,its my mans bihday all the big booty bitches show him some love 1285148230 
1,its no wonder my titanium ankle is killing me woo retarded winter weather texas weather 
1,its not pears bitch its pear
1,its not unique its ghetto as hell
1,its not a sin to have a interchangeable bezel but when that bitch dont screw back on thatsaproblem
1,its not often you see the words disingenuous egregious and cunt filth all in one sentence and properly used points
1,its official i leave america january 3rd see ya bitches in february have fun with winter for me
1,its ok to tell a nigga he trash and a feature will never happen fam
1,its one thing to be a hoe but a ratchet hoe bitch please take a seat gt _
1,its only 912 am here but im about to pour up some pineapple ciroc amp blast this future mixtape at maximum levels because bitch im in vegas
1,its only a few real bitches i know
1,its out b day bitches128540128540 
1,its pretty much been confirmed that i have the best bitch face on the planet
1,its really a bitch when youre trying to make a difference to someone else and they intentionally make a point to make you feel like shit
1,its scheduled up already tho bitchesgt bryancranstongt one tweet and hes got joepesci out there making fun of stolenbasesgt baseball
2,its scientifically proven that no one can not cry at least once while watching charlie st cloud
1,its so scary hoe annabella does everything i do she acts just like me 128514
0,its so shady when you bitches talk to guys w girlfriends thats so disrespectful to do to another girl
1,its still spring bitch
1,its still going im gonna sta singing cause this nigga got the hoes 
2,its stuff like this that makes black people look retarded its not expressing yourself its stupidity 
1,its summer bitches 128139127802127774128132128142 
1,its summer bitches
1,its the 21st century ladies spoil your man dont be a snotty stuck up bitch
2,its the most hillbilly thought ever a thing is a way one time or to one audience and therefore it must be that way always
0,its this dyke chick cut hair in the barbershop look just like future
1,its this hoe pics im looking at she got her ass out in 20pics then got 5 with her sonthese hoes crazy
1,its throw it in her throat thursdays so make a ghetto gaggler out of her
0,its time to mock halftime in america how bout wake up america we have radical leftists running the country 
1,its to many hoes tryna act like the wifey type
1,its too early to talk about eating pussy who ate ass this week
0,its unbelievable to me that there are americans who refused to kill the okies that means all americans weak willed trash
2,its weird but i miss robeson screwdrivers gt from 8216toque8217 to 8216mickey8217 ten canadianisms via 
1,its wifey over bitches but moneys over her cuz moneys under nothing my life is such a blur its not the way it has to go
1,its winter up this bitch 
2,its arabspring training charlie brown rejectedpeanutsspecials
1,its brittany bitch
1,its a bitch living in a country where you have two choices for president and fifty choices for miss america 
1,its a million bad bitches in this world and you stucc on stupid
1,its a problem bitch ya better follow me i give ya this dick you then won the lottery
1,its bros ova hoes but wifey comes before ya bros
1,its cool its str8 i know yall got the wrong bitch i understand 
1,its crazy hoe we all ken folks im talking all my friends is my family
1,
1,its funny how bitches nag me they jus mad they cant have me
1,its funny how these hoes will be texting yo phone all day and then 3 days later have a boyfriend 128514
1,its gorg out this bitch thinks its june or something 
1,its hotter than a fast bitch thighs rubbing together while she running a marathon
1,its like u want me to be the sideline hoe and dat shid aint nvr finna happin while im well and living fuck dat i rather say fuck it and u
1,its not always good to have haters sometimes youre just a stupid bitch _ 
1,its nt that i hate that bitch i just hate the shot he do
1,its obvious the bitch is still immature and havent let go of the past yet just face it you fucked up a good thing
1,its okay to smash one of your homeboys bitches or his girl just as long as you tell him about it afterwards
1,its so many bitches n their friends dont like me all because of one nigga a nigga that i will ampamp still have 128553128525128536128155128153128143
2,its suppose to be yellow but we dont do yellow 127821128520128127128127128520128127128127128127 
1,its the nature of birds you let one of them eatnext thing you know youve invited the entire ecosystem to shit on your car sfvsstl
1,its too early for all this bullshit fuck all yall hoes lmfao
1,its true though lol 8220 if your girl think about you amp you dont make her pussy jump you aint shit brah8221lls
1,its uno shawty id drop my imaginary hoes 4
1,its wayyyyy more going on now than 2 have u pushing yo trash ass music right now
1,its what we call bitchassness if a nicca tell a female another man got mad girls throwin salt that man gay straight up
1,its ya boi popsley da 83ar aka the real meek mills i was on this eah first pussy 
1,iv decided to grow my hair i aint braiding it thostraight curls out dis bitch 
1,ive got the best friends a functioning retard could have
1,ive never seen this pa of pussy town before lolololol the end of this song thoo
1,jj watt was on his grown man shit all night now lets get it yankees
1,jada fire has never dropped me for talking to imaginary hoes
0,jai may make an appearance at the pay love that fag
1,jais hate for jay is completely irrational hahaha i still love jai though so if he needs someone called a faggot ill call someone a fag
1,
1,
2,jamaica populated with island hillbillies even linguistics are kind of the same if you sub the accent olde english derivatives
1,jameis winston got benched for standing on a table and saying fuck her right in her pussy the irony is so deep you can use a shovel
1,jameis tweet fuck her right in the pussy
1,james is the biggest bitch in basketball i swear fuckin cramps seriously
1,jammin these sad songs smoking squares thinking bout bitches
1,japanese babe maria ozawa gets her asian pussy fucked160hard 
1,japanese mature cat with spots has her old pussy split wide and filled with hard160cocks 
1,japanese teen has her trimmed pussy toyed by a green160vibrator 
0,jason admitted youre a stuck up bitch lol which you are think youre so much better than everycunt naaaaa
1,
2,jay z takeover amp u dont know live home amp home conce yankee stadium via 
1,jayz got 1 of the baddest eva that proves men dont really need to look good to pull these hoes want security
1,jazz jumbo dick corporations making bitches tap out since 1999
1,jealous ass bitch tryna turn me to a lick but you wont live to see that shit
1,jealous bitches smh
1,jealous niggas usually send the hate threw the bitches
1,jealousy is such a bitch
1,jealousy will make a bitch do anything thirst will make a nigga do anything
1,
1,jenna came for one pair of shoes took two pair amp four shis in case her retarded ass is going to work lol
1,jenna played the weeknd amp mac just looked at us like theeeese bitches
1,
0,jennifer lawrences nudes sooooo trash im still smashin though no doubt
1,jessie andrews has the best girl on girl scenes in porn love the way she makes bitches cum
1,
2,
2,
1,jhene aiko aint shit but a spiteful side hoe she aint even fine
2,jihadi john beheader of journalist foley and sotloff was arab charity collector via 
2,jihadi john has struck again prayers with the victims families what is the bounty on his head time 4 him 2 meet allah
2,jihadi pop music debates 8220yo bro did you hear the latest abu yasser hit8221 8220no bro i8217m totally an abu hajar fan8221 undergroundculture
2,jihadi propaganda ployus had gulf countries publish pics of their pilots 2 deflect sunnis anger from itself amp iran 
2,jihadi rehab needs to account for the unpleasant fact that its the worst behaviors that attract paicipants 
2,jihadi streams british isis fighter identified as abu abdurahman al britani killed in action 
2,jihadis turn washington national cathedral into mosque for friday prayers lnyhbt ccot teapay gop tgdn
2,jihadis are running a claim that the king of saudi arabia died two days ago must be the bombs falling on em that r making em hallucinate
2,jihadis betting on public protests in britain to force uk gov out of the antiisis coalition 
2,jihadis circulating a video of the killing by boko haram of a nigerian pilot captured after his helicopter was shoot down
2,jihadis claim to have shot an iraq army mi35 attack helicopter in beji amp identify its pilot by name rank
2,jihadis identify a man from indonesia as the one who carried a massive suicide bombing on speicher camp iraq 
2,jihadis keep on prattling about having shot down today what they think is an apache helicopter maybe it was an mi35
2,jihadis seem to be more upset over the location of the jedah conference in saudi than its purpose isis
2,jihadis specifically asking for international schools in saudi to be targeted realthreat 
2,jihadis taunting america amp spreading paranoia tents that appeared in a video of a daesh training camp near mosul 
2,jindal seemed to be having an outofbody experience enhanced by special brownies bj up and at em stribpol mngop
1,jk im going to be a pussy about it i dont want the love of my life seein me all scared and shit
2,joba chamberlain looks like a homeless guy that won a contest yankees
1,joe budden always flexin on average twitter niggas wit his pool paies n bitches the nigga cant compete wit otha rap niggas
1,joe ripping on a nobel prize winner while hes not their what a little bitch morningjoe
1,joe young gone shoot that bitch
1,joes paies got hoes but its always hot as hell
1,john kerry the sellout neverforget how this pussy screwed our troops in vietnam now hes rewarded disgusting
1,john legend is showin this country bitch up on her own song
2,john mccain trashes jay carny live on cnn syria isis obama 
1,johnathan main is a straight up pussy manup
2,johnny manziel just flipped somebody the bird
0,
0,
1,johnny is a punk bitch doe
1,join my crew bitches
1,jon jones just lost all my respect turned down a fight like a bitch hope he loses his next fight now 
1,jon stewa takes a crack at stupid teabagger moron rick perry and his gayalcoholism commments 
2,jones and iba241ez are out of gas after giving it their all earlier in the first half the callups should get more playing time yankees mlb
1,jonica look like a hoe from 55th and superior 128514128514
1,jordan so watcha been up to at college me fuckin bitches amp stuff ya know jordan alright seriously 128533 ichoosetobeabstinent
2,jose soto reflections of a former gay teabagger 
2,josef just pitted slight possibility he can make it the remaining 67 laps but i highly doubt it will need yellow indyfest
1,josh youre a hoe 128514128514128514128557128557128557
2,js on my feet that song is trash too loll
1,
1,juicy j cant say no to ratchet pussy remember
1,
1,jump out 2nd floor window cuz im over my side bitch crib and my girl beatin on the door josh shaw
1,jungle fever be my favorite movie dat white girl love dat colored mans thang she take it hard and deep drive dat girls daddy wild crazy
1,
1,jus a d nicca n the a
1,jus need a bad bitch thats gone always hold me down
1,jus need my nig mack wilds to winfk the award tho
1,jus tired to tell a nicca young thug was gah yesterday nicca aint believe me 128530
1,jus waking up and hearing about this lebron sheet what a dummy no respect for him go get ya rings and come back real admirable bitch
