text,hate label,hashtags,source,user_created,user_friends,user_favourites,is_retweet
50 days til surgery campaign has been slow the past few days please continue to share boost support everything,0,['BlackLivesMatter'],Twitter for Android,01-11-2008 08:27,2581,13308,False
they have gassed the park and pushed everyone west blacklivesmatter protests pdx portland oregon blm,0,['BlackLivesMatter'],Twitter for iPad,25-08-2013 22:25,1635,265229,False
please send attorneys from attorney general s office to nyc blacklivesmatter protests to protect t,0,['BlackLivesMatter'],Twitter Web App,17-05-2020 11:21,46,1716,False
i highly recommend you each register for this because you know the poli,0,['BlackLivesMatter'],Twitter for iPhone,12-09-2012 01:58,995,36533,False
gop blocks police reform against even the will of their own party republican elites brazenly ignore their own constitu,0,['BlackLivesMatter'],Twitter Web App,12-10-2014 15:43,2812,115707,False
etweet and like let us spread the word blacklivesmatter,0,['BlackLivesMatter'],Twitter Web App,24-02-2018 20:05,29,1515,False
at least someone is still fighting the cops out there acab usa autocracy fascism cops policebrutality blm riot,0,['BlackLivesMatter'],Twitter for iPhone,14-08-2010 06:45,535,95,False
,0,['BlackLivesMatter'],Twitter Web App,24-02-2018 20:05,29,1515,False
i have seen stop giving a fuck after blacklivesmatter stopped trending is ridiculous and therefore pr,0,['BlackLivesMatter'],Twitter for Android,05-02-2012 19:23,1385,17839,False
cosign cops gathering unmasked are not declared an illegal gathering people protesting,0,['BLM'],Twitter for iPhone,08-12-2008 12:41,25370,34298,False
rip mike brown 6 years today and the fight goes on blacklivesmatter,0,['BlackLivesMatter'],Twitter for iPhone,07-09-2012 01:33,2429,93444,False
beautiful thing at the end of each day today benito quinquela martín wear a mask wash your hands blacklivesmatter h,0,['BlackLivesMatter'],Twitter for iPad,17-10-2018 04:32,2973,5047,False
makes sense to me thank senator michael rodrigues from 8 6 2020 interview w frc media s keith thibault regardi,0,"['나는_샘_오취리와_연대합니다', 'I_Stand_with_Sam_Okyere', 'BlackLivesMatter']",Twitter for Android,09-12-2016 14:15,622,28823,False
dawnbutler has claimed that uk racially profile white drivers put that in your pipe and smoke it,0,['BlackLivesMatter'],Twitter Web App,21-09-2019 16:27,397,7119,False
i also come from a mixed family white black and i know what its like,0,['BlackLivesMatter'],Twitter for iPhone,28-07-2011 05:44,3820,78304,False
while my gfm is still needing to reach its final goal my dad is also in a bind he is suffering from sleep apnea and needs,0,['BlackLivesMatter'],Twitter Web App,24-02-2018 20:05,29,1515,False
how does alllivesmatter when people do not act knowledge or support blacklivesmatter really people do we have,0,['BlackLivesMatter'],Twitter for Android,01-12-2014 21:49,4087,106,False
blm covid19 why do they have to die is this how government does budget cuts now by killing people,0,['BlackLivesMatter'],Twitter for iPhone,02-06-2014 11:53,419,64150,False
why is the black burglary suspect s photo an entire column wide while the white murder suspect s pic less t,0,['BlackLivesMatter'],Twitter Web App,17-05-2019 19:02,273,682,False
great presidential quotes donnie dangerous voteblue blacklivesmatter whistleblower donlew87,0,['BLM'],Twitter Web App,19-12-2019 13:05,3513,29834,False
what 나는_샘_오취리와_연대합니다 i_stand_with_sam_okyere blacklivesmatter,0,['BlackLivesMatter'],Twitter for iPhone,29-12-2019 22:29,940,34283,False
blacklivesmatter why do they live sweet and why do they cheat is it because they stol,0,['BlackLivesMatter'],Twitter for iPhone,09-10-2016 02:03,1283,80447,False
everyone on the other side is like well they should not do crimes be threatening elijah mccain proves th,0,['BlackLivesMatter'],Twitter for Android,08-02-2018 17:05,465,46780,False
walkaway backtheblue blm blacklivesmatter antifa riots protests seattle portland rescueamerica bluelivesmatter,0,['BlackLivesMatter'],Twitter for Android,05-03-2014 18:22,1334,1809,False
does not all blacklivesmatter black trump supporter ambushed and murdered,0,['BlackLivesMatter'],Twitter for iPhone,28-07-2011 05:44,3820,78304,False
raceinamerica hands down one of best discussions i have heard on everyday experiences black people deal w in america,0,"['MeToo', 'BLM']",Twitter for iPhone,06-06-2020 18:40,29,55,False
part of the problem is that england britain has never quite resolved it is colonial past,0,['BlackLivesMatter'],Twitter for iPhone,02-06-2014 11:53,419,64150,False
,0,['BlackLivesMatter'],Twitter for Android,26-04-2009 21:24,9088,25354,False
this makes me so sad but what a great guy explaining it like this x blm,0,['BlackLivesMatter'],Twitter Web App,10-05-2009 05:31,19264,66579,False
alexia gasp blm is now following me on twitter welcome,0,['BlackLivesMatter'],Twitter for iPhone,23-02-2012 16:44,286,14456,False
his real name is george obinna floyd and he is a nigerian take note blacklivesmatter,0,['BlackLivesMatter'],Twitter Web App,17-04-2009 07:52,10439,229037,False
be concerned we can change the trajectory of 2021 2022 2023 2024 let us get out and vote blacklivesmatter,0,['BlackLivesMatter'],Twitter for Android,08-08-2020 09:42,60,75,False
a victory on the track both in out of the car no kneeling for,0,['BlackLivesMatter'],Twitter Web App,14-07-2020 07:37,97,52,False
portland police has just declared an unlawful assembly i have not yet witnessed any vandalism or attempt to breach,0,['BlackLivesMatter'],Twitter Web App,26-05-2013 14:14,1683,122068,False
10 08pm teargas is being deployed as the line moves west on lombard portlandprotests pdxprotests blacklivesmatter bl,0,['BlackLivesMatter'],Twitter for Android,30-05-2017 16:27,5097,295393,False
he should not even be the person apologising because he did nothing wrong he was calling out the blatant racism of those kor,0,['BlackLivesMatter'],Twitter for iPhone,25-04-2020 07:35,598,9245,False
thank you for highlighting the launch of blacklist100 an initiative that highlights 100 culture makers thoug,0,['BlackLivesMatter'],Twitter Web App,16-01-2017 00:01,4921,75024,False
dammit again our nation really needs to gut law enforcement and start over 1st with education on civil rig,0,['BlackLivesMatter'],Twitter for iPad,06-03-2012 19:08,897,1417,False
thank you to all 195 people who gave up their time to record make them hear you from ragtime in memory of georgeflo,0,['BlackLivesMatter'],Twitter Web App,05-01-2017 19:05,2825,233539,False
floyd is false flag pain is coming blm antifa,0,['BlackLivesMatter'],Twitter for iPhone,09-11-2012 18:41,229,228261,False
it is not about not seeing race but about seeing race recognizing it respecting it and fighting for it blacklivesmat,0,['BlackLivesMatter'],Twitter for iPhone,10-02-2018 14:16,124,5004,False
dtla michael brown 6th anniversary march happening now blm blacklivesmatter,0,['BlackLivesMatter'],Twitter Web App,12-02-2010 07:05,318,18489,False
thousands protesting in downtown columbus oh for the third straight day wrapped around the ohio statehouse on both si,0,['BlackLivesMatter'],Twitter for iPhone,01-06-2020 07:29,479,12077,False
black people fought for our rights and now we shall fight for theirs do not let them down pridemonth pride2020 blacklives,0,['BLM'],Twitter for iPhone,01-01-2012 21:52,902,13357,False
nothing says i am demanding an end to police brutality like trying to steal an electric car blm,0,['BlackLivesMatter'],Twitter for iPhone,15-01-2018 03:15,3843,70775,False
what cnn don lemon used to say would be branded hatecrime today wakeup fakenewscnn,0,['BlackLivesMatter'],Twitter for Android,10-10-2016 12:15,6033,223744,False
blacklivesmatter thread of petitions and carrds to check out to help issues in the world feel free to drop any th,0,['BlackLivesMatter'],Twitter for Android,08-04-2020 16:26,204,22545,False
and through it all trump golfs nero fiddled etc blacklivesmatter,0,['BlackLivesMatter'],Twitter for Android,20-07-2010 16:57,7903,39189,False
blacklivesmatter summarized nicely,0,['BlackLivesMatter'],Twitter for Android,15-06-2010 09:36,3517,2851,False
blm has raised awareness of the the way in which black people are targeted disproportionately by the police we k,0,['BlackLivesMatter'],Twitter for Android,27-12-2017 16:23,1650,194228,False
great day for california love blacklivesmatter,0,['BlackLivesMatter'],Twitter for iPhone,15-01-2018 03:15,3843,70775,False
could not have said it better myself i am glad i surround myself wi,0,['BlackLivesMatter'],Twitter Web App,21-07-2017 20:58,7401,111257,False
for those asking the kneetaking virtue signalling woke twats are who sadly beat by a poin,0,"['MeToo', 'BLM']",Twitter for Android,15-04-2015 00:57,256,4365,False
this this must always be remembered planned butcherhood is an appropriate name i sometimes wonder if democr,0,"['나는_샘_오취리와_연대합니다', 'I_Stand_with_Sam_Okyere', 'BlackLivesMatter']",Twitter for Android,24-03-2020 21:16,832,30735,False
thu jun 04 2020 portland oregon tear gas fired at fleeing protestors passing cars watch,0,['BLM'],Twitter for iPhone,09-09-2015 22:19,119,2853,False
i believe it is the latter unfortunately neither barr or believe that blacklivesmatter,0,['BlackLivesMatter'],Twitter for iPhone,20-03-2020 23:19,53,11758,False
ccp is absolutely targeting the us election because they do not want to continue us leadership t,0,['BlackLivesMatter'],Twitter for iPhone,23-07-2020 15:37,151,536,False
blm protester obstructing highway draws gun at innocent driver these are not peaceful protesters,0,['BlackLivesMatter'],Twitter for iPhone,20-03-2012 19:04,4273,72646,False
educating me now more than ever i am trying to be a better ally a new version of my neck my back with the wor,0,['BlackLivesMatter'],Twitter for Android,23-09-2010 01:05,1972,29318,False
watch s broadcast live federal law enforcement officers confront portland protesters day 62 blm,0,['BlackLivesMatter'],Twitter for iPad,19-01-2015 19:22,1469,105808,False
in other news you would think blacklivesmatter was winning this war from all these ads that is okay though,0,['BlackLivesMatter'],Twitter for Android,27-10-2019 07:34,435,3642,False
definetly i think a really big flaw in dttwt is when we use our power for our own self gain pi,0,['BlackLivesMatter'],Twitter for iPhone,15-03-2016 18:40,446,216967,False
i have spent 26 years cheering on the minnesota the moment of silence for george floyd during tonight s game mad,0,"['BlackLivesMatter', 'googlehack', 'hackers', 'WhiteAmericanDoctor']",Twitter for iPhone,09-09-2008 14:31,416,673,False
blue is not a race you dumb fucking cunts bluelivesmatter blacklivesmatter,0,['BlackLivesMatter'],Twitter Web App,28-08-2009 10:41,177,5197,False
black trans lives matter the protest here in seattle has come to city hall black blacktranslivesmatter,0,['BlackLivesMatter'],Twitter Web App,16-04-2020 19:40,767,8782,False
upcoming event celebrate black culture through music dance and poetry at black culture fest 2020 presented in p,0,"['HBDMaheshBabu', 'TwitterBestFandom']",Twitter for Android,08-03-2020 10:41,220,273,False
this is a font called americana it was done by my grandfather whomever did this in his type style he would appro,0,['BlackLivesMatter'],Twitter for Android,14-07-2020 10:04,179,10828,False
dominique clayton saytheirnames blacklivesmatter,0,['BlackLivesMatter'],Twitter for iPhone,07-06-2020 20:28,276,3514,False
i have just donated to help fund their report on blacklivesmatter will you via,0,"['Chicago', 'ChicagoRiots', 'BLM']",Twitter for iPhone,07-12-2011 21:08,1081,30982,False
it is great for the blacklivesmatter degenerates,0,['BlackLivesMatter'],Twitter for iPhone,10-06-2016 00:21,333,42044,False
stylish en jogging lestylefacile fashion fashionstyle streetstyle casual outfit outfitoftheday,0,['BlackLivesMatter'],Twitter for Android,14-10-2016 08:37,970,30561,False
share this link sign the petion freetianna she was arrested on 8 accounts for organizing a peaceful protest for bl,0,['BlackLivesMatter'],Twitter for iPhone,29-05-2019 11:48,314,4,False
i stopped my subscription during the 2019 election campaign out of,0,"['MeToo', 'BLM']",Twitter for iPhone,06-07-2017 16:56,1344,82168,False
without walls talks outdoor arts politics and forgotten history by jeanefer jean charles,0,['BlackLivesMatter'],Twitter for Android,15-01-2017 01:11,2985,10709,False
at least 10 000 african soldiers and 100 000 african carriers died in ww1 but most do not have their own graves shameful war,0,['BlackLivesMatter'],Twitter Web App,27-12-2016 16:36,891,33057,False
social media trolling sportswomen speak about their experiences for more information do not forget,0,"['MeToo', 'BLM']",Twitter Web App,17-07-2020 20:41,49,209,False
,0,['BlackLivesMatter'],Twitter for Android,05-02-2020 11:28,90,91,False
do not give up younger gen we are the future we will not stop this fight until there is change we are so powerful keep sign,0,['BlackLivesMatter'],Twitter for iPhone,15-12-2012 11:20,1053,26762,False
all profits of mlsisblack solidarity top will be donated to the in partnership,0,"['MeToo', 'BLM']",Twitter for Android,26-02-2017 00:01,543,31980,False
i am sorry that i oppressed you on this platform blm,0,['PunIntended'],Twitter Web App,10-05-2014 01:09,2413,16868,False
yes but this is specifically blacklivesmatter,0,"['marvel', 'BLM', 'Feminism']",Twitter for Android,27-11-2015 11:14,329,2994,False
talk about all of them i do not support any of those groups what was the latest ri,0,['BlackLivesMatter'],Twitter Web App,18-08-2013 01:40,4942,63232,False
12 33am still no visible pig presence at ppa the park is also quiet but we are keeping our ears out for any oinks abol,0,['BlackLivesMatter'],Twitter Web App,16-04-2009 09:28,7889,23411,False
so getting annoyed and telling people they are racist idiots and stupid despite telling me not to but i,0,['BlackLivesMatter'],Twitter for Android,25-01-2017 16:46,585,23068,False
hey please have on to discuss blm critical theory and woke ism i,0,"['police', 'BLM']",Twitter for Android,14-10-2014 01:59,654,167384,False
5 blm protesters filed a lawsuit claiming they are being priced out of their right to protest because they must purchase expen,0,['BlackLivesMatter'],Twitter Web App,03-04-2012 05:27,196,1290,False
to all wall of it is not about us blacklivesmatter,0,['BlackLivesMatter'],Twitter Web App,18-04-2020 19:46,120,9394,False
once again blm is 100 not about black lives more black lives harmed by blm than any intenty in 202,0,"['BlackLivesMatter', 'BlackIsKing', 'chicagoriots', 'CHICAGOScanner']",Twitter for iPhone,27-03-2014 00:23,1275,3225,False
this is awesome there is a blm karen further in the thread that gets removed from the middle of a crowd of,0,['BlackLivesMatter'],Twitter for iPhone,24-06-2020 23:09,501,3006,False
blm is not really about black lives at all it is an lgbt sjw movement disguised as a black civil r,0,['BlackLivesMatter'],Twitter for iPhone,11-04-2009 15:11,555,20277,False
blacklivesmatter shirts are available now all proceeds will be donated to the naacp legal defense fund 1,0,"['Education', 'TeachersUnions', 'Unions', 'BLM', 'educationpolicy2020', 'CivilRights']",Twitter for Android,07-08-2015 12:58,48030,523439,False
some officers advance close to the crowd attempting to take down the shield wall blacklivesmatter blm portlandprotest ht,0,['BlackLivesMatter'],Twitter for Android,19-11-2013 03:33,1309,32765,False
나는_샘_오취리와_연대합니다 i_stand_with_sam_okyere blacklivesmatter you all are sick he was tired of the blatant racism in,0,"['HBDMaheshBabu', 'TwitterBestFandom']",Twitter Web App,07-08-2018 19:44,176,3162,False
my great grandfather was a civil rights activist in nyc he demonstrated a sit down strike fighting for the rights of blac,0,['BlackLivesMatter'],Twitter Web App,10-05-2020 23:09,124,1426,False
thanks to and author krystal rubie for a thoughtful blog on how to prepare and talk to your black students abo,0,"['HBDMaheshBabu', 'TwitterBestFandom']",Twitter Web App,09-08-2020 05:44,1,0,False
black history 365 celebrating british black history 365 days a year blacklivesmatter blackhistorymatters,0,['BlackLivesMatter'],Twitter for iPhone,10-06-2016 00:21,333,42044,False
blm rioting looting in chicago blm,0,['BlackLivesMatter'],Twitter for iPhone,16-08-2019 23:45,174,31074,False
thanks for the video getting back to this family in wilson nc how,0,['BlackLivesMatter'],Twitter for Android,14-10-2014 08:14,237,37036,False
see how the police treat a black suspect differently from how they treat a white one lapd sheriff cops,0,['BlackLivesMatter'],Twitter for iPhone,20-03-2011 21:52,172,90997,False
if you are colorblind you do not even see me truth racisminamerca blm,0,['BlackLivesMatter'],Twitter for iPhone,03-12-2013 19:13,1311,3815,False
,0,['BlackLivesMatter'],Twitter for iPhone,29-02-2020 22:24,416,2079,False
1960 s 70 of black homes had both parents 2020 65 of homes have only one parent blacklivesmatter,0,['BlackLivesMatter'],Twitter for iPad,11-09-2012 20:50,12886,125177,False
protests have erupted across the nation and returned to st louis here are some of the leaders of the movement blackl,0,['BlackLivesMatter'],Twitter Web App,15-05-2020 04:59,180,8519,False
i hope all the newfound trinity fans have read the club s statement that they are strongly,0,['BlackLivesMatter'],Twitter for Android,13-01-2009 23:05,4998,23121,False
great to be a small part of this project 150 singers and a 38 piece orchestra in memory of george floyd donate to,0,['BlackLivesMatter'],Twitter for iPhone,03-05-2009 10:17,976,94898,False
grace vs goons with guns handsuppleasedontshoot blacklivesmatter notmeus not one all nonviolent never silent multigenerat,0,['BlackLivesMatter'],Twitter Web App,03-11-2016 23:31,598,80124,False
joins me this week we talk career speakingout blacklivesmatter character development and life ye,0,['BLM'],Twitter for iPhone,16-07-2010 22:38,1026,47990,False
you hungry let us make a snack breonnataylor blacklivesmatter wedidntforget,0,['BlackLivesMatter'],Twitter for Android,13-01-2009 23:05,4998,23121,False
funny how black girls get long acrylic nails and get called ghetto meanwhile all of these white tiktokers rack up m,0,['BlackLivesMatter'],Twitter Web App,15-06-2018 23:58,1840,6564,False
something happened deep in my soul on this day my life preaching and ministry has not been the same since blacklives,0,['BlackLivesMatter'],Twitter for iPhone,13-07-2020 15:38,949,10164,False
9 16pm keep your eyes peeled for possible pigs in a white truck with a bed cap portlandprotests pdxprotests,0,['BlackLivesMatter'],Twitter for Android,09-11-2016 16:08,62,8185,False
hey if anyone in london is avaliable this sunday to speak or volunteer at our protest this sunday pls hmu pls rt,0,['BlackLivesMatter'],Twitter for Android,04-06-2018 01:51,8053,34976,False
is doing 4 emergency gathers right now without doing an environmental assessment without taking comments fr,0,['BlackLivesMatter'],Twitter for iPhone,29-07-2011 23:16,4951,122797,False
it is august and tl has been hella quiet just in case anyone forgot blacklivesmatter and we need to fight each and everyday,0,['BlackLivesMatter'],TweetDeck,02-05-2011 11:19,784,11887,False
have you visited our protest for progress exhibition yet it ends next month so make sure you have a look around and se,0,['BlackLivesMatter'],Twitter for Android,11-08-2009 20:35,4804,20461,False
the fbi is gung ho to beat a bunch of moms singing please do not shoot me in order to pwn a peaceful pr,0,['BlackLivesMatter'],Twitter Web App,29-11-2011 19:08,162,3465,False
is it really appropriate to use an image of a police drama blacklivesmatter policebrutality,0,['BlackLivesMatter'],Twitter Web App,20-11-2012 15:39,1896,31413,False
,0,['BlackLivesMatter'],Twitter Web App,25-09-2009 06:06,1175,28904,False
nyc subway 125th st harlem blacklivesmatter mta saturdaymotivation loveislove,0,['BlackLivesMatter'],Twitter for iPhone,17-02-2012 05:55,5423,261470,False
place united states of america threat reign of self proclaimed king trump goal preserve reclaim what is been stole,0,['BlackLivesMatter'],Twitter for Android,15-10-2019 03:13,509,22123,False
i am glad and their bravolebrities are having this conversation on race in america as a movement and not a moment,0,['BlackLivesMatter'],Twitter for iPhone,23-06-2013 21:25,482,2655,False
events like the coronavirus pandemic and blacklivesmatter movement can drive a wedge between businesses their cu,0,['BlackLivesMatter'],Twitter for Android,30-10-2017 11:01,576,6639,False
we are pleased to launch our new interview series we had the pleasure of interviewing mr cebo nzama of,0,"['HBDMaheshBabu', 'TwitterBestFandom']",Twitter Web App,07-08-2018 19:44,176,3162,False
pals i am doing a clothes giveaway over on my ig mrsedgeoftheworld vintage and contemporary dresses mostly askin,0,['BlackLivesMatter'],Twitter Web App,12-01-2009 22:51,5018,41568,False
,0,['BlackLivesMatter'],Twitter for Android,01-08-2009 14:31,3897,941,False
the tdash challenge singer sing greenleafown rnb blm covid19 jayz beyonce houston songcry soul,0,['BlackLivesMatter'],Twitter for Android,14-03-2011 07:52,1188,53380,False
time to have fun at the amusement park oc amusementpark carousel draw drawing art,0,['BlackLivesMatter'],Twitter for Android,13-01-2009 23:05,4998,23121,False
,0,"['BLMDomesticTerrorists', 'ChicagoRiots', 'BlackLivesMatter', 'JoeBidenHasDementia', 'AllLivesMatter']",Twitter for Android,16-03-2009 01:28,643,2588,False
twitter is so biased my friends account was shut down after posting a video show that is a real creep ar,0,['BlackLivesMatter'],Twitter for iPhone,24-06-2020 23:09,501,3006,False
blm does not even address it they are pretending it is not real these protesters have,0,['BlackLivesMatter'],Twitter for iPhone,09-06-2020 17:06,58,1053,False
come grab our fire set blacklivesmatter blackbusinessowner blackbusinessmonth legging leggingsarepants,0,['BlackLivesMatter'],Twitter for iPhone,22-12-2009 03:14,11407,273780,False
monsta x joins anti racism campaign support equality justice and dignity click on daum no log in required 1,0,['BlackLivesMatter'],Twitter for Android,07-01-2011 08:16,1665,34904,False
if we all come together if we are loud enough we can make a change blacklivesmatter let us all stick together and e,0,['BlackLivesMatter'],Twitter Web App,16-07-2018 09:50,240,27518,False
facing possible electoral calamity republicans returned 2 a familiar playbook stoking fear by redefining,0,['BlackLivesMatter'],Twitter Web App,07-04-2019 15:53,44,75300,False
portland police has just declared an unlawful assembly the lrad seems defective tonight crowds are warned to move aw,0,['BlackLivesMatter'],Twitter for iPhone,14-04-2020 06:17,113,8277,False
no it is not for all minorities and you know it freepalestine blacklivesmatter,0,['BlackLivesMatter'],Twitter Web App,29-05-2009 08:06,5249,50705,False
blacklivesmatter someone is getting rich walkaway,0,['BlackLivesMatter'],Twitter Web App,28-08-2009 10:41,177,5197,False
blacklivesmatter protest in boston may 31 2020 via,0,['BlackLivesMatter'],Twitter Web App,12-04-2015 17:29,164,3043,False
this video filmed in 1969 will shock you at how relevant and effectively exposes what cert,0,['BlackLivesMatter'],Twitter Web App,19-03-2009 12:25,3238,3859,False
i do not know the artist but found this image after searching for more information about this story which i had not heard,0,['BlackLivesMatter'],Twitter Web App,26-07-2017 06:51,1379,94218,False
introducing streamelements 100k creator diversity fund which will provide content creators of underrepresented grou,0,['BlackLivesMatter'],Twitter Web App,28-09-2013 03:09,456,10855,False
blacklivesmatter proof it this is my little nephew who i have taken care of my whole life we attented a peaceful blm pro,0,['BlackLivesMatter'],Twitter for Android,14-05-2016 17:41,783,6656,False
in recognition of under represented pioneers within maths and computing we bring you this biography of melba roy m,0,['BlackLivesMatter'],Twitter for iPhone,03-05-2009 10:17,976,94898,False
special thanks to for helping me out with the carrd change petition english by,0,['BlackLivesMatter'],Twitter Web App,05-11-2015 23:53,155,12295,False
,0,['BlackLivesMatter'],Twitter for Android,17-05-2020 18:29,214,2062,False
facing possible electoral calamity republicans are now turning to a familiar playbook stoking fear by trying to rede,0,['BlackLivesMatter'],Flamingo for Android,29-04-2019 16:20,688,5506,False
she will and chill justicforbreonna justiceforelijah blm pride,0,['BlackLivesMatter'],Twitter Web App,19-03-2009 12:25,3238,3859,False
addendum mr enter has deleted his deviantart journals on the covid19 pandemic and on blacklivesmatter as part of pl,0,['BlackLivesMatter'],Twitter for Android,24-09-2014 21:26,42,554,False
you are waiting on someone to step up speak out and shape change you are someone bernice king blacklivesmatter https,0,['BlackLivesMatter'],Twitter Web App,12-04-2015 17:29,164,3043,False
i join my voice to all the black mom s who have been fighting their entire lives i am sorry i did not do this soone,0,['BlackLivesMatter'],Twitter for iPhone,15-01-2018 03:15,3843,70775,False
good morning barrisadisgrace blacklivesmatter fucktrump justiceforbreonnataylor votebluetoendthisnightmare,0,['BlackLivesMatter'],Twitter for iPhone,03-12-2013 19:13,1311,3815,False
what is happening here biko george floyd reburied as a nigerian georgefloyd justiceforgeorgefloyd,0,['blacklivesmatter'],Twitter for iPhone,07-12-2013 00:31,2616,52651,False
i also applaud this man this was tough to watch imagine what it is like to be black and endure this bs blm,0,['PortlandPolice'],Twitter for iPhone,15-06-2010 00:46,16,62,False
so homie tried to shoot out the glass kicked it a few times and then shot some more blm,0,['BlackLivesMatter'],Twitter for iPhone,02-10-2011 13:47,1684,28573,False
blacklivesmatter are death pawns being used by democrats to distract from their own criminal activity,0,['PortlandPolice'],Twitter for iPhone,24-06-2020 23:09,501,3006,False
hey drumpf you need to go get it got it good blacklivesmatter icantbreathe mondaymood,0,"['FreeTianna', 'FreeThemAll', 'BlackLivesMatter']",Twitter Web App,02-08-2019 19:36,567,6894,False
blacklivesmatter is about fighting systemic discrimination based on statistical evidence that police brutality targets pe,0,['BlackLivesMatter'],Twitter for iPhone,22-12-2009 03:14,11407,273780,False
i made some headers for you all to use to support blacklivesmatter,0,['BlackLivesMatter'],Twitter for iPhone,09-05-2018 07:40,1929,130358,False
blm is not really about black lives at all it is an lgbt sjw movement disguised as a black civil,0,['BlackLivesMatter'],Twitter for iPhone,13-03-2018 13:01,4749,266288,False
news you can use from our friends blm bqic columbusfreedomfund jimdiam,0,['BlackLivesMatter'],Twitter for iPhone,28-07-2011 05:44,3820,78304,False
black lives matter to who blacklivesmatter kpophelpdttwt 90dayfiance pillowtalk leafsforever bbnaija2020 l,0,['BLM'],Twitter for iPhone,25-03-2009 14:44,288,20753,False
beautiful thing at the end of each day today benito quinquela martín wear a mask wash your hands,0,"['MikeBrown', 'BlackLivesMatter']",Twitter for iPad,26-04-2020 20:18,206,5410,False
my project for colorsoftheworld crayons only has 80 left my students would love these crayons,0,['BlackLivesMatter'],Twitter for iPhone,20-01-2017 22:01,1455,26318,False
this is the song of the summer blacklivesmatter dumptrump,0,['BlackLivesMatter'],Twitter Web App,29-05-2009 08:06,5249,50705,False
my latest blog post racism and bullying served up cold at a company leadership dinner blacklivesmatter,0,"['HBDMaheshBabu', 'TwitterBestFandom']",Twitter Web App,09-08-2020 05:44,1,0,False
do not get cnainsurance affiliates keep denying coverage sleazebags do not be duped by cna insurance just keep g,0,['BlackLivesMatter'],Twitter for iPhone,19-04-2020 22:31,44,1013,False
kudlow navarro were deployed into the sunday shows to persuade us everything s under control and trump is an energetic and,0,['BlackLivesMatter'],Twitter for Android,14-09-2019 21:04,236,7941,False
msm was vocal about the metoo movement msm was vocal about the blm movement msm is silent about the savethechil,0,['BlackLivesMatter'],Twitter for iPhone,08-09-2016 14:50,567,32587,False
kudos to you i self cleansed my fb friends list a while back if i saw any indication of support fo,0,['BlackLivesMatter'],Twitter Web App,23-06-2014 18:35,3337,13910,False
then he moved to mineappolis where he continued to use meth and fentanyl and got caught using a counterfeit 20 bil,0,['BlackLivesMatter'],Twitter for iPhone,03-04-2009 14:07,12270,16048,False
we will say black lives matter with you blacklivesmatter,0,['BlackLivesMatter'],Twitter Web App,15-06-2018 23:58,1840,6564,False
,0,['BlackLivesMatter'],Twitter for Android,11-07-2010 21:59,676,13397,False
just want to give a shout out and huge round of applause chrissy for your newsletter today we have al,0,['BlackLivesMatter'],Twitter for iPhone,23-11-2016 01:36,158,61687,False
blacklivesmatter blm burnlootmurder chicago chicagoscanner chicagoriots every single looter tonight in,0,['BlackLivesMatter'],Twitter for Android,16-04-2012 16:04,4275,57767,False
portlandmoms portlandprotest blacklivesmatter blacktwitter please stop all protest not give the crazy trump ad,0,['BlackLivesMatter'],Twitter Web App,26-04-2019 01:03,613,5316,False
a ban on wearing political uniforms has existed in britain since the 1936 public order act it was more recently used agai,0,['BlackLivesMatter'],Twitter for Android,16-03-2013 20:43,4484,89953,False
well i am open to that my hesitation currently is the silence from,0,"['HBDMaheshBabu', 'TwitterBestFandom']",Twitter Web App,25-07-2020 13:30,3,0,False
the law society should be informed that this lawyer is calling violent crime payback time rejoicing that a famil,0,['BlackLivesMatter'],Twitter for Android,11-11-2010 18:32,318,95259,False
please do not let italia s death be in vain since blacklivesmatter refuse to include children alllivesmatter inc,0,['BlackLivesMatter'],Twitter for Android,12-06-2016 19:00,267,21270,False
federal officers pushed protesters from lownsdale square park from the south and southeast some of the,0,['BlackLivesMatter'],Twitter Web App,13-11-2010 01:13,3139,95357,False
who looks like the aggressor blacklivesmatter racismmustfall 2020protests dotherightthing,0,['BlackLivesMatter'],Twitter for Android,25-04-2010 19:30,3290,75537,False
next week on wednesday 29 july join us for the first webinar in this series details below blacklivesmatter dr,0,['BlackLivesMatter'],Twitter Web App,29-05-2009 08:06,5249,50705,False
this is worth mentioning again thief game from 2014 using predictive programming predicts the events of 2020 fake vir,0,"['HBDMaheshBabu', 'TwitterBestFandom']",Twitter Web App,07-08-2018 19:44,176,3162,False
my life matters today tomorrow and always blacklivesmatter blm,0,"['MikeBrown', 'BlackLivesMatter']",Twitter for iPhone,02-11-2019 22:06,705,14064,False
2 25 feds are marching down salomon backed by a car firing gas in front on them still trying to hide behind strob,0,['BlackLivesMatter'],Twitter for Android,28-02-2015 06:02,4913,110705,False
blacklivesmatter still what if it was one of your love one s whatever affects one directly affects all,0,['BlackLivesMatter'],Twitter for Android,24-09-2014 21:26,42,554,False
thejamsession wcw wednesdayvibes wednesdaywisdom wednesdaythoughts wednesdaymotivation finepeoplefromkenya,0,['BlackLivesMatter'],Twitter for Android,31-07-2019 15:49,623,543,False
the whole eu its ms leaders,0,"['BLM', 'DefundThePolice']",Twitter for iPhone,24-06-2020 08:52,38,30,False
brought army in cities and targeted unarmed people with pepper spray water cannons guns and stun grenades i,0,"['blacklivesmatter', 'pride']",IwEbIsodE,07-08-2013 01:48,1216,81,False
