Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
12037,3,0,3,0,1,I Am mad james let me drink that shit payback is a bitch
12038,3,1,2,0,1,I Am married to a retard must be why we are so good together Nigga hunching me in his sleep
12039,3,0,3,0,1,I Am n a tight circle bitch you cannot get thru dis loop
12040,3,0,3,0,1,I Am never cuffin unless my bitch grown or act grown I cannot deal wit lil girls nbs
12041,3,0,3,0,1,I Am not tongue kissing these bitches though
12042,3,0,3,0,1,I Am nt rey talk about a dumbass bitch that is lost in this world she really need to be saved at save try it it wrks
12043,9,1,8,0,1,I Am only cocky to hoes hmmm i wonder why prolyy cuz i do not fuck wit you all
12044,3,0,2,1,1,
12045,3,0,3,0,1,I Am probably wit yo bitch big butt cannot fit up in the 6
12046,3,0,0,3,2,I Am ready for today iu iubb hoosiers hoosierstate ncaa big10 michigan gameday btown
12047,3,0,2,1,1,I Am retarded for real i am sitting here getting mad thinking my daughter ignoring me then I remember she are not here
12048,3,1,2,0,1,I Am rick james bitch show me ya titties
12049,3,0,3,0,1,I Am sippin hot tea bitch
12050,3,0,3,0,1,I Am smoking good n my bitch conceited
12051,3,2,1,0,0,I Am soooooo tired of this dick dyke showing up on my fb feed Real studs do not fucc niggas Just be bisexual
12052,3,0,3,0,1,I Am sorry but you did not have to be a bitch last night
12053,3,0,3,0,1,I Am sorry I use to be on that shit but i am not worried about the next bitch unbothered threatenwho
12054,6,1,5,0,1,I Am start askin dese hoe niggas if they got sand in they pussy
12055,3,0,3,0,1,I Am still going trick or treating That Is free munchies bitch
12056,3,0,3,0,1,I Am such a bitch sometimes
12057,3,0,0,3,2,I Am telling you man Roethlisberger got his record expunged and became trash
12058,3,0,3,0,1,I Am the biggest pussy when it comes to scary stuff
12059,3,0,3,0,1,I Am the man around this bitch baby check out my wrist watch
12060,9,2,6,1,1,I Am the niggah she really want to ride wit
12061,3,0,3,0,1,I Am thinkin about using this beat and yeah I made it too bitch lol
12062,3,0,3,0,1,I Am tired of all these weak ass men in my mentions tellin me why it is ok or justified to punch a woman in the face That shit is bitch made
12063,3,0,3,0,1,I Am tired of seeing this disturbing bitch with 3 tits
12064,6,0,6,0,1,I Am tired of these bitches actin like they loyal lol
12065,3,0,3,0,1,I Am trying to come back as a fine ass bitch next lifetime
12066,3,0,3,0,1,I Am trying to take the word bitch outta my vocabulary hardest shit ever
12067,6,0,6,0,1,I Am way out of your league hoe please excuse my ego
12068,3,0,3,0,1,I Am wearin one of walmart jackets around walmart is that ghetto Lmao fuck it
12069,3,0,3,0,1,I Am wit yo bitch smokin Let her keep the mid I Am Going To roll this potent
12070,3,0,3,0,1,I Am About To be home tomorrow so line up a bitch for me
12071,3,0,3,0,1,I Am About To have to fuck with my nigga Omar about those weed brownies
12072,3,0,3,0,1,I Am About To hypocrite I will say I do not fuck with hoes then 2 days later let a hoe play with my dick in the McDonalds drive thru Love their fries
12073,3,0,3,0,1,I Am About To kill cay ugh she stay on my last nerve but I love that is funccy bitch
12074,3,0,3,0,1,I Am About To knock that pussy out like fight
12075,3,0,3,0,1,I Am About To knock the pussy out like fight night
12076,6,0,6,0,1,I Am About To pull up eat on that pussy and dip
12077,3,0,3,0,1,I Am About To pull up eat on that pussy and dip
12078,3,0,3,0,1,I Am About To pull up eat on that pussy n dip
12079,3,0,3,0,1,I Am About To shmurda dance in that pussy hoe
12080,6,0,5,1,1,I Am About To side bitch from time to time and I stay in my place
12081,3,0,3,0,1,I Am About To spread that pussy out like a acre
12082,4,0,3,1,1,I Am About To start friend zoning these hoes
12083,3,0,3,0,1,I Am About To tear that pussy UUUUP
12084,6,0,0,6,2,I Am About To trash in fantasy
12085,6,0,5,1,1,I Am Going To get home around 0300 problem is it is a coon leaving the bar that drank 7 shots of crown royal think he still can drive
12086,3,1,2,0,1,I Am Going To knock the pussy out like fight night
12087,3,0,3,0,1,I Am Going To limit my association with these grade f bitches next year on my life just gone be me and a few people do not got time for the BS frfr
12088,3,0,3,0,1,I Am Going To treat you how you act If you act like a bitch you will get treated like a bitch
12089,3,0,2,1,1,In 2014 I am resolved to perfect my bitch face
12090,3,0,2,1,1,In Hopes of Recruiting More Women ISIS Opens Jihadi Finishing School
12091,3,0,3,0,1,In a movie everybody are not the star Need Co stars and extras I hate hoes that take pride in being the other chick
12092,3,0,3,0,1,In case you forgot hoe I been up since 418 on the dot made 100000 dollars at work and still have not slept
12093,3,0,3,0,1,In class still drunk from last night and this broad is doing a presentation on Chipotle bitch can I live tease feedme
12094,3,0,3,0,1,In class tearing up like a bitch
12095,3,0,3,0,1,
12096,3,1,2,0,1,In elementary school I tied a girl to the tetherball pole with the tetherball because she was bein a bitch
12097,3,0,3,0,1,In life you must ask yourselfare you a chosen one or a basic bitch letsbereal
12098,3,0,3,0,1,In my 25 years I have supported more niggas and bitches and they kids and well my gratitude has died
12099,3,1,2,0,1,In my opinion LHHA is a spot on description of how some of Atlanta is Dumb hoes and niggas ratchet broads and stupid arguments
12100,6,2,4,0,1,In my opinion every bitch gay
12101,3,0,3,0,1,In order to be a real nicca you gots to be REAL nicca
12102,3,0,3,0,1,In other news my eyelid is STILL spasming Putting on mascara today was a bitch wtf
12103,3,0,3,0,1,In other words call you a bitch
12104,6,2,4,0,1,In reality lame niggas and corny niggas get bitches because it is sooo many of dem niggas nbs lol
12105,3,0,2,1,1,In redneck land Tennessee
12107,3,0,3,0,1,In the past week both Paula Dean AND my uncle lost their jobs for saying nigger Bullllllshiiiiitttt
12108,3,0,3,0,1,In the words of lil Debbie I am that bitch
12109,3,0,3,0,1,In this update you will find lots of hardcore cock sucking ass pounding and pussy pulsing thrills I have to
12110,3,0,2,1,1,In two months though hoe
12111,3,0,2,1,1,
12112,3,0,0,3,2,InNOut is like the sunshine and blue sky The song of a bird A smile at the front porch The perfume of the ocean on windkissed cheeks
12113,3,0,0,3,2,Inbed eating left over poppadom livinthedream
12114,3,0,3,0,1,Including ya size hoe
12115,3,0,3,0,1,Inde jus got me all hype at work I knew my bitch Candace are not die
12116,3,0,3,0,1,Indiana are not gone give these niccas shit They was posed to win the last game
12118,3,0,1,2,2,Indiana lost to Bowling Green Big Ten continues to be trash
12119,3,0,3,0,1,Indirect ass little bitches like you know my fucking number and where I live
12120,3,0,2,1,1,Innovative ideas about an unresolved issue relating to your ho More for Libra
12121,3,0,0,3,2,Inspiring a huge crowd of tourists to sit and watch the wild meadow rats over here by the trash cans Cameras are out There is gasping
12122,3,0,3,0,1,Instagram have you looking at motherfuckers like Who the FUCK does this bitchnigga think shehe ISSS
12123,3,0,3,0,1,Instead of calling each other hoes girls should be supporting each other I Do Not Know that is just me though
12124,3,0,3,0,1,Instead of joining sports teams hoes be joining Twerk Teams
12125,3,0,1,2,2,International law enforcement operation disrupts Shylock banking malware PCWorld International law enforcem
12126,3,0,0,3,2,International law enforcement operation disrupts Shylock banking malware PCWorld International law enforcem
12127,3,0,0,3,2,International law enforcement operation disrupts Shylock banking malware PCWorld International law enforcem
12128,3,0,0,3,2,International police operation disrupts Shylock banking Trojan Computerworld The GuardianInternational poli
12129,3,0,0,3,2,International police operation disrupts Shylock banking Trojan Computerworld The GuardianInternational poli
12130,3,2,1,0,0,Ion care fuck that hoe
12131,3,0,3,0,1,Ion even want to see this bitch talking bout ill make you breakfast
12132,3,1,2,0,1,Ion fight but it are not no pussy in my heart nigga ion fear nobody but god loose win or draw
12133,3,0,3,0,1,Ion give a fuck ion give a fuck ion ion ion give a fuck bitch I do not give a fuck about you or anything that you do
12134,3,0,3,0,1,Ion got no type Bad bitches is the only thing that I like
12135,3,0,1,2,2,Ion kno wat kind of spring clothes i am going to get my yung nicca dis year we are not doin da polo dis year got to offset them wit sumthin else
12136,3,0,3,0,1,Ion kno what i am doing tonitei jus kno its gon end wit me dick first in some pussy
12137,3,0,3,0,1,Ion know why this bitch insists on telling me where she be going now Idgaf about chu bitch like damn
12138,3,0,3,0,1,Ion like doll face hoes
12139,3,0,3,0,1,Ion like the ho because she talk to mf much with ha real butt ugly ass dumb young ass ho
12140,3,0,3,0,1,Ion pay for pussy because her pussy priceless I go fishin in it and I are not a Pisces
12141,3,0,3,0,1,Ion trust no bitch
12142,3,0,3,0,1,Ionn got no type bad bitches is the only thing that I like
12143,3,0,3,0,1,Iont care about where a na been where a bitch goin or the kind of shit they been thru
12144,3,0,3,0,1,Iont got no type NAW bad bitches is the only thing that I like
12145,3,0,3,0,1,Iont got no type bad bitches is the only thing that I like
12146,3,3,0,0,0,Iont see how some of you niggas fags
12147,3,0,3,0,1,Irie is a bitch for not letting me borrow his charger
12148,3,0,3,0,1,Irritating reading people bitch about smthng yet offer shit for evidence to even support their slant Simply complaining is the easy part
12149,3,0,1,2,2,Is Hillary the dodo bird candidate via
12150,3,0,1,2,2,Is Hillary the dodo bird candidate via
12151,3,1,2,0,1,Is Moyles a retard lol Starting Fellani instead ae RVP Please come back Fergie SirAlexFerguson ManchesterUnited ManchesterDerby MUFC
12152,3,0,3,0,1,Is Wayne Brady going to have to choke a bitch
12153,3,0,3,0,1,Is Wayne Brady going to have to smack a bitch
12154,3,0,0,3,2,
12155,3,0,3,0,1,Is anything going down tonight besides my bitch
12156,3,1,0,2,2,Is dare any colored players in hockey
12157,3,0,1,2,2,Is it just me or is Hicks saying bung beds
12158,3,0,1,2,2,Is it weird licking your own nip
12159,3,1,2,0,1,Is she my kind of hoe or nae Its ok you a hoe anyways
12160,3,0,3,0,1,Is that a hawk What the fuck kind of bird is that
12161,3,0,3,0,1,Is that the remix fam These hoes are not lawyers lol on god that is my fav Chris Brown song
12162,3,0,2,1,1,Is that the remix these hoes are not lawyers lmao my fave Chris Brown song
12164,3,2,1,0,0,Is there a full moon out CrazyAssholes out in full force and I am not talking about muzzies or liberals And I am in the mood to oblige
12165,3,0,0,3,2,Is there a looser college town than BTown If yes id like to visit IU hoosiers
12166,3,0,3,0,1,Is there a vending machine around this bitch i am starvin
12167,3,0,3,0,1,Is there a website that delivers expensive wine cigars and big booty hoes to my door step
12168,3,0,3,0,1,Is there an additional charge for the pussy to listen to my personal problems
12169,3,0,3,0,1,Is this bitch for real I am heated bruh
12170,3,0,3,0,1,Is this hoe gone dm me back
12172,3,0,3,0,1,Is this napK bitch retarded or stupid wtf would you request me did not she read my bio it is pretty
12173,6,2,4,0,1,Is this retarded bitch really this stupid
12174,3,0,3,0,1,Is you ready bitch because my hair laid Yours
12175,6,1,0,5,2,Islamic Jihadis run away to Pakistan UniteBlue
12176,3,0,3,0,1,Isley brothers got me alot of pussy boy Take notes
12177,3,0,0,3,2,It are not April Fools yet Jay Z trash
12179,3,0,3,0,1,It are not nothin to cut a bitch off
12180,3,0,3,0,1,It are not nothin to cut that bitch off
12181,6,0,5,1,1,It are not nothing like chasing money because you have a purpose but chasing these hoes for what Vice Versa
12182,3,0,3,0,1,It are not nothing to cut that bitch off
12183,3,0,3,0,1,It are not nunn to cut that bitch off
12184,3,0,3,0,1,It are not nothing to cut that bitch off K camp
12185,3,0,3,0,1,It are not nuffin to cut that bitch off
12186,3,0,3,0,1,It are not nun to cut dat bitch off
12187,3,1,2,0,1,It are not nuttin to cut that bitch offthat is why that shit my ring tone
12188,3,0,3,0,1,It all started in 95 bitch
12189,3,0,2,1,1,It already Soaked Sinked Melted so dropped that is shit bitch IDGAF linc up or get caught
12190,3,1,2,0,1,It be 30 below zero and hoes still go out like its 90 degrees plus tax
12191,3,0,1,2,2,It be so good to not got to woyke in da moanin I da only colored dat woyke cuz colored folk be lazy and lives off da white guilt
12192,3,0,2,1,1,It be sounding like the bitch that the cops talk to on their radio is the same sounding bitch every single time It are not never a dude voice
12193,3,0,3,0,1,It bothers me when a ugly girl has a bad bitch attitude
12194,3,0,2,1,1,It does not just affect kids It affects the faculty the staff that work at these schools that are queer
12195,3,0,0,3,2,It feels awkward to have the playing against the I mean we all know who I am rooting for but it is awkward
12196,3,0,3,0,1,It gets me mad when a Mexicans go against Mexico like wtf support your team bitch
12197,3,2,0,1,0,It happens AGAIN Black pack beats whitey This should make national news
12198,3,0,3,0,1,It is fucking retarded how I cannot say a single thing in this house without some blowback
12199,3,0,3,0,1,It is impossible for females to be players pimps etc They are called hoes
12200,3,0,2,1,1,It makes me sad knowing this queers will not be down the street anymore SadTweet
12201,3,0,3,0,1,It might be infected Niggas would really turn that pussy down Buggin
12202,3,0,3,0,1,It only be you all worthless bitches that be like that though
12203,3,0,2,1,1,It opened up with some clouds parting and with SILK Can we get a room on the southside of the ghetto
12204,3,0,3,0,1,It pissrs me tf off when I call you back a half a second later nd you do not answer You a bitch ass nigga for that
12205,3,0,2,1,1,It prolli seem like I flirt but iont want none of you all hoes
12206,3,1,2,0,1,It really are not nothin to cut that bitch off
12207,3,2,1,0,0,It really is too bad that California had faggot marriage forced upon her after her citizens declared it illegal
12208,3,0,3,0,1,It sad how bitches wake up being messy like bitch find you another career because this are not working out for you
12209,6,0,5,1,1,It seem like Cory talked to 75 of all indianapolis hoes nbs
12210,3,0,3,0,1,It stink in this bitch it must be them pussy ass niggas talkin shit
12211,3,2,1,0,0,It stinks in here must be then pussy ass niggas talkin shit tomyfacebro test me
12212,3,0,3,0,1,It the principle of the matter bitch
12213,3,0,3,0,1,It was my sophomore year that I learned these hoes were not loyal
12214,3,2,1,0,0,It was nice of you to unfollow me fag
12215,3,1,0,2,2,It would be pretty cool if I got to see 1 more time before I go back to hillbilly town
12216,6,1,5,0,1,It wus yo fat ass that filled out the application to work there not me bitch
12217,3,0,3,0,1,It is CampaignSeason bitch
12218,3,0,3,0,1,It is 2014 and you all niggas still fuckin with these hoes Go get you a wife bruh wifingsquad2014
12219,3,1,2,0,1,It is 90 degrees and this bitch has a stuffed animal wrapped around her neck onlyattheducksgame
12220,3,0,3,0,1,It is Friday bitch
12221,3,0,0,3,2,It is Karaoke night baby Hi ho Hi ho It is off to sing I go With a voice that sounds like sandpaper hi ho Hi ho
12222,3,0,3,0,1,It is Mrs G bitches That is Mrs GROHL if I do not know you wineprobz
12223,3,0,3,0,1,It is October babe you do not have to be a hoe anymore
12224,6,0,5,1,1,It is Some hoes out here tonite I got Shawty wit me
12225,3,0,2,1,1,It is a Bob Schieffer holiday now he is proud and smitten that he is the good white guy hicks be damned Everything is 1965 Everything
12226,3,0,0,3,2,It is a bird It is a plane No it is Peter Walkin on Air Byers
12227,3,0,3,0,1,It is a lil bitch at the bus stop with Adidas flipflops socks on I know dem mfs soggy as fuck
12228,3,2,1,0,0,It is a lot of Uncle Tom ass niggas out here
12229,3,1,2,0,1,It is a lot of fat bitches at this party I am we at right now my outfit way too much fire to be at a function like this
12230,3,0,0,3,2,It is a matter of pure weight ratios A five ounce bird can not carry a one pound coconut
12231,3,0,0,3,2,It is a plane it is a bird nah it is just me doing laps around the dam Lol
12232,6,0,5,1,1,It is a recession on everything Chasing pussy is never attractive
12233,3,0,3,0,1,It is a sad sad day when a bitch loses her sponsor
12234,3,1,2,0,1,It is a small world and hoes make it smaller
12235,3,0,0,3,2,It is almost Christmas Charlie Brown
12236,3,0,3,0,1,It is basic bitches unite around these parts
12237,3,0,3,0,1,It is beanie weather bitches
12238,3,0,3,0,1,It is been a minute since we chilled like we use to I hope that pussy still feels like it use to
12239,3,0,3,0,1,It is boner Sunday bitch
12240,3,0,3,0,1,It is bout that time were I feel like beening a hard working woman and a stripper hoe by night do not judge me
12241,3,0,3,0,1,It is definitely a bitch everything in life is ruled by money Such a moral heartbreak
12242,3,0,3,0,1,It is either your getting pussy Or are one what will it be
12243,6,0,6,0,1,It is fact that a male brain cannot always hear the high pitched voice of a women So bitch do not get madI really did not hear you
12244,3,0,3,0,1,It is funny how females do not want to be called a bitch but if you put the word bad in front of it then they are happy af
12245,3,0,3,0,1,It is funny how girls are crying over their nudes being on IG like bitch why you sending nudes to begin with
12246,3,0,3,0,1,It is funny how these swaggot white boys want to act like they are Ballin till it comes time to tip Sad ass crackers
12247,3,1,2,0,1,It is funny when you get a black female mad they start acting ghetto then a bitch
12248,3,0,3,0,1,It is going down it is going down it is going down lil bitch
12249,3,0,0,3,2,It is going to be a long season for the Yankees if this simulation is right BlueJays Rays Yankees Orioles
12250,3,0,3,0,1,It is hard being a real nigga when these niggas got bitch tendencies
12251,3,0,3,0,1,It is hard getting a bitch from the hood to suck your dick on cameraShe swear EVERYBODY knows herAnd she hates the light
12252,3,1,2,0,1,It is hilarious seeing chicks cry and whine through song lyrics on here because they got with a little scene fag instead of a real man
12253,3,0,3,0,1,It is hot and my allergies are killing I feel like a little bitch
12254,3,0,3,0,1,It is iguanas out this bitch n er thing
12255,3,0,0,3,2,It is just not the same LittleDebbie Cloud Cake are not Twinkies
12256,3,0,3,0,1,It is kind of funny when people tell me they have not seen me in years and where have I been Like at home bitch
12257,3,0,3,0,1,It is lame that you can buy clothes that look like real military clothing If you wear it I will make fun of you You are a 4 star bitch
12258,3,2,1,0,0,It is levels to my bitch you cannot fuck her nigga because she like red bottom you cannot afford her nigga she got Benz you riding honda accord
12259,3,1,2,0,1,It is like zero bitches in nap that is gon stick by yo side if you fall off
12260,3,0,3,0,1,It is moes monday ten ten ten twenties on yo titties bitch
12261,3,0,3,0,1,It is money over bitches even though I love ladies
12262,3,0,3,0,1,It is my main bitches 21st ayyyeeee happy birthday babbbyyy
12263,3,0,3,0,1,It is my mans birthday All the big booty bitches show him some love
12264,3,0,2,1,1,It is no wonder my titanium ankle is killing me Woo retarded winter weather texas weather
12265,3,0,3,0,1,It is not pears bitch it is PEAR
12266,3,0,2,1,1,It is not unique it is ghetto as hell
12267,3,0,3,0,1,It is not a sin to have a interchangeable bezel but when that bitch do not screw back on ThatsAProblem
12268,3,1,2,0,1,It is not often you see the words disingenuous egregious and cunt filth all in one sentence and properly used points
12269,3,0,3,0,1,It is official I leave America January 3rd See ya bitches in February Have fun with winter for me
12270,3,1,2,0,1,It is ok to tell a nigga he trash and a feature will never happen fam
12271,6,1,5,0,1,It is one thing to be a hoe but a ratchet hoe Bitch please take a seat _
12272,3,0,2,1,1,It is only 912 AM here but I am about to pour up some pineapple ciroc blast this Future mixtape at maximum levels because bitch I Am in Vegas
12273,3,0,3,0,1,It is only a few real bitches I know
12274,3,0,3,0,1,It is out b day bitches
12275,3,0,2,1,1,It is pretty much been confirmed that I have the BEST bitch face on the planet
12276,3,0,3,0,1,It is really a bitch when you are trying to make a difference to someone else and they intentionally make a point to make you feel like shit
12277,3,0,3,0,1,It is scheduled up already though bitches BryanCranston One tweet and he is got JoePesci out there making fun of stolenbases BASEBALL
12278,3,0,0,3,2,It is scientifically proven that no one can not cry at least once while watching Charlie St Cloud
12279,3,0,2,1,1,It is so scary hoe Annabella does everything I do she acts just like me
12280,3,2,1,0,0,It is so shady when you bitches talk to guys w girlfriends that is so disrespectful to do to another girl
12281,3,0,3,0,1,It is still Spring bitch
12282,3,0,3,0,1,It is still going I am going to start singing because this nigga got the hoes
12283,3,1,0,2,2,It is stuff like this that makes black people look retarded It is not expressing yourself its stupidity
12284,3,0,3,0,1,It is summer bitches
12285,6,0,6,0,1,It is summer bitches
12286,3,0,3,0,1,It is the 21st century ladies SPOIL YOUR MAN do not be a snotty stuck up bitch
12287,3,1,0,2,2,It is the most hillbilly thought ever A thing is a way ONE TIME or to ONE AUDIENCE and therefore it must be that way always
12288,3,2,1,0,0,It is this dyke chick cut hair in the barbershop look just like Future
12289,3,0,3,0,1,It is this hoe pics I am looking at she got her ass out in 20pics then got 5 with her sonthese hoes crazy
12290,3,1,2,0,1,It is throw it in her throat thursdays so make a ghetto gaggler out of her
12291,3,2,0,1,0,It is time to mock Halftime in America How bout Wake up America we have radical leftists running the country
12292,3,0,3,0,1,It is to many hoes Tryna act like the Wifey type
12293,3,0,3,0,1,It is too early to talk about eating pussy Who ate ass this week
12294,3,2,1,0,0,It is unbelievable to me that there are Americans who refused to kill the okies That means all Americans weak willed trash
12295,3,1,0,2,2,It is weird but I miss Robertson Screwdrivers From toque to mickey ten Canadianisms via
12296,3,0,3,0,1,It is wifey over bitches but moneys over her cuz moneys under nothing my life is such a blur it is not the way it has to go
12297,3,0,3,0,1,It is winter up this bitch
12298,3,1,0,2,2,Its ArabSpring Training Charlie Brown rejectedpeanutsspecials
12299,3,0,3,0,1,Its Brittany bitch
12300,3,0,2,1,1,Its a bitch living in a country where you have two choices for President and fifty choices for Miss America
12301,3,0,3,0,1,Its a million bad bitches in this world and you stucc on stupid
12302,6,0,6,0,1,Its a problem bitch ya better follow me I give ya this dick you then won the lottery
12303,3,0,3,0,1,Its bros ova hoes but wifey comes before ya bros
12304,3,0,3,0,1,Its cool its str8 i know you all got the WRONG bitch i understand
12305,6,0,6,0,1,Its crazy hoe we all ken folks i am talking all my friends is my family
12306,3,0,3,0,1,Its feeling like wintertime bitches
12307,3,0,3,0,1,Its funny how bitches nag me they jus mad they cannot have me
12308,3,0,3,0,1,Its funny how these hoes will be texting yo phone all day and then 3 days later have a boyfriend
12309,3,0,3,0,1,Its gorg out This bitch thinks its june or something
12310,3,0,3,0,1,Its hotter than a fast bitch thighs rubbing together while she running a marathon
12311,3,0,3,0,1,Its like you want me to be the sideline hoe and dat shid are not nvr fixing to happin while I am well and living fuck dat I rather say fuck It and you
12312,3,0,3,0,1,Its not always good to have haters sometimes you are just a stupid bitch _
12313,3,0,3,0,1,Its nt that i hate that bitch i just hate the shot he do
12314,3,0,3,0,1,Its obvious the bitch is still immature and have not let go of the past yet Just face it You fucked up a good thing
12315,3,0,3,0,1,Its okay to smash one of your homeboys bitches or his girl just as long as you tell him about it afterwards
12316,3,0,3,0,1,Its so many bitches n their friends do not like me all because of one nigga A nigga that I will still have
12317,3,0,0,3,2,Its suppose to be yellow but we do not do yellow
12318,3,0,2,1,1,Its the NATURE of birds YOU LET ONE of them eatNext thing you know you have invited the entire ecosystem to shit on your car SFvsSTL
12319,3,1,2,0,1,Its too early for all this bullshit fuck all you all hoes lmfao
12320,3,0,3,0,1,Its true though lol If your girl think about you you do not make her pussy jump you are not shit brah lls
12321,3,0,2,1,1,Its uno shawty id drop my imaginary hoes 4
12322,3,0,3,0,1,Its wayyyyy more going on now than 2 have you pushing yo trash ass music right now
12323,3,0,2,1,1,Its what we call Bitchassness If a nicca tell a female another man got mad girls throwin salt that man gay straight up
12324,3,0,3,0,1,Its ya boi popsley da 83ar aka the real meek mills I was on this earth first pussy
12325,3,0,3,0,1,Iv decided to grow my hair i are not braiding it thoughstraight curls out dis bitch
12326,3,1,2,0,1,I Have got the best friends a functioning retard could have
12327,3,0,2,1,1,I Have never seen this part of pussy town before lolololol the end of this song thoo
12329,3,0,3,0,1,JJ Watt was on his grown man shit all night Now let us get it Yankees
12330,3,0,3,0,1,Jada Fire has never dropped me for talking to imaginary hoes
12331,3,2,1,0,0,Jai may make an appearance at the party love that fag
12332,3,0,3,0,1,Jais hate for Jay is completely irrational hahaha I still love Jai though so if he needs someone called a faggot I will call someone a fag
12333,3,0,3,0,1,
12334,3,0,3,0,1,Jake gettin all da bitches right now
12335,3,0,0,3,2,Jamaica populated with island hillbillies Even linguistics are kind of the same if you sub the accent Olde English derivatives
12336,3,0,3,0,1,Jameis Winston got benched for standing on a table and saying Fuck her right in her pussy The irony is so deep you can use a shovel
12337,3,0,3,0,1,Jameis tweet Fuck her right in the pussy
12338,3,0,3,0,1,James is the biggest bitch in basketball i swear fuckin cramps seriously
12339,3,0,3,0,1,Jammin these sad songs smoking squares thinking bout bitches
12340,3,0,3,0,1,Japanese babe Maria Ozawa gets her Asian pussy fucked hard
12341,3,0,3,0,1,Japanese mature cat with spots has her old pussy split wide and filled with hard cocks
12342,3,0,3,0,1,Japanese teen has her trimmed pussy toyed by a green vibrator
12343,3,2,1,0,0,Jason admitted you are a stuck up bitch lol which you are Think you are so much better than everycunt naaaaa
12345,3,0,3,0,1,
12346,3,0,0,3,2,Jay Z Takeover YOU Do not Know LIVE Home Home Concert Yankee Stadium via
12347,6,0,6,0,1,JayZ got 1 of the baddest EVA that proves men do not really need to look good to pull these hoes want security
12348,3,0,3,0,1,Jazz jumbo dick corporations Making bitches tap out since 1999
12349,3,0,3,0,1,Jealous ass bitch tryna turn me to a lick but you will not live to see that shit
12350,3,0,3,0,1,Jealous bitches smh
12351,3,0,3,0,1,Jealous niggas usually send the hate threw the bitches
12352,3,0,3,0,1,Jealousy is such a bitch
12353,3,0,3,0,1,Jealousy will make a bitch do ANYTHING Thirst will make a nigga do ANYTHING
12354,3,0,3,0,1,
12355,3,0,3,0,1,Jenna came for one pair of shoes Took two pair four shirts In case Her retarded ass is going to work Lol
12356,4,0,4,0,1,Jenna played the Weeknd Mac just looked at us like theeeese bitches
12357,3,0,3,0,1,Jenna stays pimpin these hoes
12358,3,2,0,1,0,Jennifer Lawrences nudes sooooo trash I Am still smashin though no doubt
12359,3,0,3,0,1,Jessie Andrews has the best girl on girl scenes in porn LOVE the way she makes bitches cum
12360,3,1,2,0,1,
12361,3,0,0,3,2,
12362,3,0,1,2,2,
12363,3,0,2,1,1,Jhene Aiko are not shit but a spiteful side hoe she are not even fine
12364,3,1,0,2,2,Jihadi John beheader of journalist Foley and Sotloff Was Arab Charity Collector via
12365,6,2,1,3,2,Jihadi John has struck again Prayers with the victims families What is the bounty on His head Time 4 him 2 meet allah
12367,3,0,0,3,2,Jihadi pop music debates yo bro did you hear the latest Abu Yasser hit No bro I m totally an Abu Hajar fan UnderGroundCulture
12368,3,0,0,3,2,Jihadi propaganda ployUS had Gulf countries publish pics of their pilots 2 deflect Sunnis anger from itself iran
12369,3,0,0,3,2,Jihadi rehab needs to account for the unpleasant fact that it is the worst behaviors that attract participants
12370,3,0,0,3,2,Jihadi streams British ISIS fighter identified as Abu Abdurahman Al Britani killed in action
12371,3,0,1,2,2,Jihadis Turn Washington National Cathedral Into Mosque For Friday Prayers lnyhbt ccot teaparty gop tgdn
12372,3,1,0,2,2,Jihadis are running a claim that the King of Saudi Arabia died two days ago Must be the bombs falling on them that r making them hallucinate
12373,3,0,0,3,2,Jihadis betting on public protests in Britain to force UK gov out of the antiISIS coalition
12374,3,1,0,2,2,Jihadis circulating a video of the killing by Boko Haram of a Nigerian pilot captured after his helicopter was shoot down
12376,3,0,0,3,2,Jihadis claim to have shot an Iraq army Mi35 attack helicopter in Beji identify its pilot by name rank
12377,3,0,0,3,2,Jihadis identify a man from Indonesia as the one who carried a massive suicide bombing on Speicher camp Iraq
12378,3,0,0,3,2,Jihadis keep on prattling about having shot down today what they think is an Apache helicopter Maybe it was an Mi35
12379,3,0,0,3,2,Jihadis seem to be more upset over the location of the Jedah conference in Saudi than its purpose ISIS
12380,3,0,0,3,2,Jihadis specifically asking for international schools in Saudi to be targeted RealThreat
12381,3,0,0,3,2,Jihadis taunting America spreading paranoia tents that appeared in a video of a Daesh training camp near Mosul
12383,3,0,1,2,2,Jindal seemed to be having an outofbody experience enhanced by special brownies Bj Up and At Them stribpol mngop
12384,3,0,3,0,1,Jk I am going to be a pussy about it I do not want the love of my life seein me all scared and shit
12385,3,0,1,2,2,Joba Chamberlain looks like a homeless guy that won a contest Yankees
12386,3,1,2,0,1,Joe Budden always flexin on average twitter niggas wit his pool parties n bitches the nigga cannot compete wit otha rap niggas
12387,3,0,3,0,1,Joe ripping on a Nobel prize winner while hes not their What a little bitch morningjoe
12388,3,0,3,0,1,Joe young gone shoot that bitch
12389,3,0,3,0,1,Joes parties got hoes but it is always hot as hell
12390,3,0,2,1,1,John Kerry the SELLOUT neverforget how this pussy screwed our troops in Vietnam Now he is rewarded Disgusting
12391,3,0,3,0,1,John Legend is showin this country bitch up on her own song
12392,3,0,0,3,2,John McCain trashes Jay Carny live on CNN Syria ISIS Obama
12393,3,0,3,0,1,Johnathan Martin is a straight up pussy ManUp
12394,3,0,0,3,2,Johnny Manziel just flipped somebody the bird
